========================================
= 物品ID数据，由灰色枫叶GM工具自动生成 =
========================================
物品ID:100000001 名字:瑟库拉斯之剑      STR值：STR_SWORD_CIRCULOUS
物品ID:100200957 名字:资深猎人之短剑      STR值：STR_DAGGER_N_L1_Q_55A
物品ID:100200958 名字:资深调查员之短剑      STR值：STR_DAGGER_D_N_L1_Q_55A
物品ID:100200959 名字:赏金追踪者之短剑      STR值：STR_DAGGER_N_U1_Q_55B
物品ID:100200960 名字:著名解决师之短剑      STR值：STR_DAGGER_D_N_U1_Q_55B
物品ID:100200961 名字:思虑周全的建言者之短剑      STR值：STR_DAGGER_N_U1_Q_45A
物品ID:100200962 名字:贤明的建言者之短剑      STR值：STR_DAGGER_D_N_U1_Q_45A
物品ID:100200963 名字:思虑周全的领导者之短剑      STR值：STR_DAGGER_N_U1_Q_55C
物品ID:100200964 名字:贤明的领导者之短剑      STR值：STR_DAGGER_D_N_U1_Q_55C
物品ID:100200965 名字:NPC极乐世界特殊作战部短剑      STR值：STR_NPC_DAGGER_HEADQUARTERS_01
物品ID:100200966 名字:NPC 阿拉克内姊妹会短剑      STR值：STR_NPC_DAGGER_BROTHERS_01
物品ID:100200967 名字:强力的克罗梅内之银妆刀      STR值：STR_WORLD_EVENT_DAGGER_D_N_U1_35B
物品ID:100200968 名字:传说的塔哈巴塔之短刀      STR值：STR_WORLD_EVENT_DAGGER_N_E1_50A
物品ID:100200969 名字:无敌的诺赫西纳训练所长之短刀      STR值：STR_WORLD_EVENT_DAGGER_N_L1_A_25A
物品ID:100200970 名字:超强力胡特金之短刀      STR值：STR_WORLD_EVENT_DAGGER_N_U1_44A
物品ID:100200971 名字:天军支援兵之短剑      STR值：STR_DAGGER_N_U0_50A
物品ID:100200972 名字:魔军支援兵之短剑      STR值：STR_DAGGER_D_N_U0_50A
物品ID:100200973 名字:铁耙号船员之短剑      STR值：STR_DAGGER_N_R1_45B
物品ID:100200974 名字:铁耙号船员之短剑      STR值：STR_DAGGER_D_N_R1_45B
物品ID:100200975 名字:泰雷马科斯之短剑      STR值：STR_DAGGER_N_U0_Q_35A
物品ID:100200976 名字:阿埃吉尔之短剑      STR值：STR_DAGGER_D_N_U0_Q_35A
物品ID:100200977 名字:NPC无限对战唯一短剑      STR值：STR_NPC_DAGGER_IDARENA_01
物品ID:100200978 名字:NPC无限对战英雄短剑      STR值：STR_NPC_DAGGER_IDARENA_02
物品ID:100200979 名字:亚休克林的野味      STR值：STR_CASH_DAGGER_CHANGESKIN_01B
物品ID:100200980 名字:NPC龙界奖励房间唯一短剑      STR值：STR_NPC_DAGGER_IDDRANA_01
物品ID:100200981 名字:[扎库隆]圣诞噩梦      STR值：STR_EVENT_DAGGER_CHAGESKIN_02A
物品ID:100200982 名字:圣诞噩梦      STR值：STR_CASH_DAGGER_CHAGESKIN_02A
物品ID:100200983 名字:天军新兵之短剑      STR值：STR_DAGGER_N_U1_25B
物品ID:100200984 名字:魔军新兵之短剑      STR值：STR_DAGGER_D_N_U1_25B
物品ID:100200985 名字:森林精气短刀      STR值：STR_DAGGER_N_R1_04A_EVENT
物品ID:100200986 名字:恶灵之短刀      STR值：STR_DAGGER_D_N_R1_04A_EVENT
物品ID:100200987 名字:闪光的钢铁短剑      STR值：STR_DAGGER_N_R1_P_15A_EVENT
物品ID:100200988 名字:闪光的钢铁短剑      STR值：STR_DAGGER_D_N_R1_P_15A_EVENT
物品ID:100200989 名字:神庙首席教官之神圣短剑      STR值：STR_DAGGER_N_E1_55C
物品ID:100200990 名字:神庙教官之神圣短剑      STR值：STR_DAGGER_N_U1_55C
物品ID:100200991 名字:神庙教官之短剑      STR值：STR_DAGGER_N_U1_55D
物品ID:100200992 名字:神庙训练生之短剑      STR值：STR_DAGGER_N_L1_55A
物品ID:100200993 名字:神庙首席教官之神圣短剑      STR值：STR_DAGGER_D_N_E1_55C
物品ID:100200994 名字:神庙教官之神圣短剑      STR值：STR_DAGGER_D_N_U1_55C
物品ID:100200995 名字:神庙教官之短剑      STR值：STR_DAGGER_D_N_U1_55D
物品ID:100200996 名字:神庙训练生之短剑      STR值：STR_DAGGER_D_N_L1_55A
物品ID:100200997 名字:神庙首席教官之高尚短剑      STR值：STR_DAGGER_N_E1_55D
物品ID:100200998 名字:神庙教官之神圣短剑      STR值：STR_DAGGER_N_U1_55E
物品ID:100200999 名字:神庙首席教官之高尚短剑      STR值：STR_DAGGER_D_N_E1_55D
物品ID:100201000 名字:神庙教官之神圣短剑      STR值：STR_DAGGER_D_N_U1_55E
物品ID:100201001 名字:休拉玛之短剑      STR值：STR_DAGGER_N_U1_55F
物品ID:100201002 名字:休拉玛之短剑      STR值：STR_DAGGER_D_N_U1_55F
物品ID:100201003 名字:阿尔米诺斯之幻影短剑      STR值：STR_DAGGER_N_R1_55A
物品ID:100201004 名字:阿尔米诺斯之幻影短剑      STR值：STR_DAGGER_D_N_R1_55A
物品ID:100201005 名字:地龙匕首      STR值：STR_DAGGER_N_U0_Q_55A
物品ID:100201006 名字:地龙匕首      STR值：STR_DAGGER_D_N_U0_Q_55A
物品ID:100201007 名字:拉克莎之短剑      STR值：STR_DAGGER_N_U1_57A
物品ID:100201008 名字:遗忘塔梅斯之短剑      STR值：STR_DAGGER_N_U1_Q_57A
物品ID:100201009 名字:遗忘塔梅斯之短剑      STR值：STR_DAGGER_D_N_U1_Q_57A
物品ID:100201010 名字:黑暗术古短剑右手 04(NPC)      STR值：STR_SHULACKDAGGER_R_04
物品ID:100201011 名字:黑暗术古短剑左手 04(NPC)      STR值：STR_SHULACKDAGGER_L_04
物品ID:100201012 名字:阿修纳塔短剑基本型右手      STR值：STR_DRAKANNAMED_CLAW_R_01
物品ID:100201013 名字:阿修纳塔短剑基本型左手      STR值：STR_DRAKANNAMED_CLAW_L_01
物品ID:100201014 名字:阿修纳塔短剑自爆分身右手      STR值：STR_DRAKANRED_CLAW_R_01
物品ID:100201015 名字:阿修纳塔短剑自爆分身左手      STR值：STR_DRAKANRED_CLAW_L_01
物品ID:100201016 名字:阿修纳塔短剑中毒分身右手      STR值：STR_DRAKANGREEN_CLAW_R_01
物品ID:100201017 名字:阿修纳塔短剑中毒分身左手      STR值：STR_DRAKANGREEN_CLAW_L_01
物品ID:100201018 名字:阿修纳塔短剑分身分身右手      STR值：STR_DRAKANBLUE_CLAW_R_01
物品ID:100201019 名字:阿修纳塔短剑分身分身左手      STR值：STR_DRAKANBLUE_CLAW_L_01
物品ID:100201020 名字:NPC世界掉落短剑      STR值：STR_NPC_DAGGER_WORLD_01
物品ID:100201021 名字:NPC综合命名英雄短剑      STR值：STR_NPC_DAGGER_NAMEDQ_01
物品ID:100201022 名字:NPC综合命名唯一，传说短剑      STR值：STR_NPC_DAGGER_NAMEDQ_02
物品ID:100201023 名字:NPC龙语短剑(3.0)      STR值：STR_NPC_DAGGER_DRACONIC_01
物品ID:100201024 名字:NPC欧比斯短剑(3.0)      STR值：STR_NPC_DAGGER_ABYSS_01
物品ID:100201025 名字:NPCID Elemental短剑      STR值：STR_NPC_DAGGER_ELEMENTAL_01
物品ID:100201026 名字:NPCID Yun短剑      STR值：STR_NPC_DAGGER_YUN_01
物品ID:100201027 名字:NPCID Station短剑      STR值：STR_NPC_DAGGER_STATION_01
物品ID:100201028 名字:NPC制作短剑      STR值：STR_NPC_DAGGER_CRAFT_01
物品ID:100201029 名字:NPC伸长武器任务短剑      STR值：STR_NPC_DAGGER_WQUEST_01
物品ID:100201030 名字:拉克莎德拉坎短剑右手01      STR值：STR_RAKSHA_DAGGER_R_01
物品ID:100201031 名字:拉克莎德拉坎短剑左手01      STR值：STR_RAKSHA_DAGGER_L_01
物品ID:100201032 名字:拉克莎德拉坎短剑右手02      STR值：STR_RAKSHA_DAGGER_R_02
物品ID:100201033 名字:拉克莎德拉坎短剑左手02      STR值：STR_RAKSHA_DAGGER_L_02
物品ID:100201034 名字:德拉坎杀手士官短剑右手01      STR值：STR_DRAKAN_CLAW_R_01
物品ID:100201035 名字:德拉坎杀手士官短剑左手01      STR值：STR_DRAKAN_CLAW_L_01
物品ID:100201036 名字:尼夏卡鞭子01      STR值：STR_DRAKAN_WHIP_01
物品ID:100201037 名字:神庙首席教官之高尚短剑      STR值：STR_DAGGER_N_E1_55E
物品ID:100201038 名字:神庙首席教官之高尚短剑      STR值：STR_DAGGER_D_N_E1_55E
物品ID:100201039 名字:军团长巴萨尔提短剑右手01      STR值：STR_DRAKAN_GLOVE_R_01
物品ID:100201040 名字:军团长巴萨尔提短剑左手01      STR值：STR_DRAKAN_GLOVE_L_01
物品ID:100201041 名字:异次元之短剑      STR值：STR_DAGGER_N_C2_R_57A
物品ID:100201042 名字:异次元之短剑      STR值：STR_DAGGER_N_C2_R_57B
物品ID:100201043 名字:异次元之短剑      STR值：STR_DAGGER_N_C2_R_57C
物品ID:100201044 名字:堕落远征队之短刀      STR值：STR_DAGGER_N_R1_R_59A
物品ID:100201045 名字:堕落远征队之短刀      STR值：STR_DAGGER_N_R1_R_59B
物品ID:100201046 名字:堕落远征队之短刀      STR值：STR_DAGGER_N_R1_R_59C
物品ID:100201047 名字:隐士之短刀      STR值：STR_DAGGER_N_L1_R_60A
物品ID:100201048 名字:隐士之短刀      STR值：STR_DAGGER_N_L1_R_60B
物品ID:100201049 名字:隐士之短刀      STR值：STR_DAGGER_N_L1_R_60C
物品ID:100201050 名字:没落龙族之短剑      STR值：STR_DAGGER_N_C2_A_59A
物品ID:100201051 名字:没落龙族之短剑      STR值：STR_DAGGER_N_C2_A_59B
物品ID:100201052 名字:没落龙族之短剑      STR值：STR_DAGGER_N_C2_A_59C
物品ID:100201053 名字:遗忘士兵之短刀      STR值：STR_DAGGER_N_R1_A_57A
物品ID:100201054 名字:遗忘士兵之短刀      STR值：STR_DAGGER_N_R1_A_57B
物品ID:100201055 名字:遗忘士兵之短刀      STR值：STR_DAGGER_N_R1_A_57C
物品ID:100201056 名字:太初之短刀      STR值：STR_DAGGER_N_L1_A_58A
物品ID:100201057 名字:太初之短刀      STR值：STR_DAGGER_N_L1_A_58B
物品ID:100201058 名字:太初之短刀      STR值：STR_DAGGER_N_L1_A_58C
物品ID:100201059 名字:破坏神之短刀      STR值：STR_DAGGER_N_U1_A_60A
物品ID:100201060 名字:强化龙魂短剑      STR值：STR_DAGGER_N_C2_P_58A
物品ID:100201061 名字:发光的强化龙魂短剑      STR值：STR_DAGGER_N_R1_P_58A
物品ID:100201062 名字:匠人之强化龙魂短剑      STR值：STR_DAGGER_N_R2_P_58A
物品ID:100201063 名字:匠人之发光的强化龙魂短剑      STR值：STR_DAGGER_N_L1_P_58A
物品ID:100201064 名字:达人之强化龙魂短剑      STR值：STR_DAGGER_N_L2_P_58A
物品ID:100201065 名字:达人之发光的强化龙魂短剑      STR值：STR_DAGGER_N_U1_P_58A
物品ID:100201066 名字:名人之强化龙魂短剑      STR值：STR_DAGGER_N_U2_P_58A
物品ID:100201067 名字:名人之发光的强化龙魂短剑      STR值：STR_DAGGER_N_E1_P_58A
物品ID:100201068 名字:高尚名人之强化龙魂短剑      STR值：STR_DAGGER_N_E2_P_60A
物品ID:100201069 名字:高尚名人之强化龙魂匕首      STR值：STR_DAGGER_N_E2_P_60B
物品ID:100201070 名字:强化龙魂短剑      STR值：STR_DAGGER_D_N_C2_P_58A
物品ID:100201071 名字:发光的强化龙魂短剑      STR值：STR_DAGGER_D_N_R1_P_58A
物品ID:100201072 名字:匠人之强化龙魂短剑      STR值：STR_DAGGER_D_N_R2_P_58A
物品ID:100201073 名字:匠人之发光的强化龙魂短剑      STR值：STR_DAGGER_D_N_L1_P_58A
物品ID:100201074 名字:达人之强化龙魂短剑      STR值：STR_DAGGER_D_N_L2_P_58A
物品ID:100201075 名字:达人之发光的强化龙魂短剑      STR值：STR_DAGGER_D_N_U1_P_58A
物品ID:100201076 名字:名人之强化龙魂短剑      STR值：STR_DAGGER_D_N_U2_P_58A
物品ID:100201077 名字:名人之发光的强化龙魂短剑      STR值：STR_DAGGER_D_N_E1_P_58A
物品ID:100201078 名字:高尚名人之强化龙魂短剑      STR值：STR_DAGGER_D_N_E2_P_60A
物品ID:100201079 名字:高尚名人之强化龙魂匕首      STR值：STR_DAGGER_D_N_E2_P_60B
物品ID:100201080 名字:应龙之强化短剑      STR值：STR_DAGGER_D_R2_P_60A
物品ID:100201081 名字:发光的应龙之强化短剑      STR值：STR_DAGGER_D_L1_P_60A
物品ID:100201082 名字:应龙王之强化短剑      STR值：STR_DAGGER_D_L2_P_60A
物品ID:100201083 名字:发光的应龙王之强化短剑      STR值：STR_DAGGER_D_U1_P_60A
物品ID:100201084 名字:应龙天王之强化短剑      STR值：STR_DAGGER_D_U2_P_60A
物品ID:100201085 名字:发光的应龙天王之强化短剑      STR值：STR_DAGGER_D_E1_P_60A
物品ID:100201086 名字:夔龙之强化短剑      STR值：STR_DAGGER_D_D_R2_P_60A
物品ID:100201087 名字:发光的夔龙之强化短剑      STR值：STR_DAGGER_D_D_L1_P_60A
物品ID:100201088 名字:夔龙王之强化短剑      STR值：STR_DAGGER_D_D_L2_P_60A
物品ID:100201089 名字:发光的夔龙王之强化短剑      STR值：STR_DAGGER_D_D_U1_P_60A
物品ID:100201090 名字:夔龙天王之强化短剑      STR值：STR_DAGGER_D_D_U2_P_60A
物品ID:100201091 名字:发光的夔龙天王之强化短剑      STR值：STR_DAGGER_D_D_E1_P_60A
物品ID:100201092 名字:守卫远征队之短刀      STR值：STR_DAGGER_A_R2_60A
物品ID:100201093 名字:守卫潜入部队之短刀      STR值：STR_DAGGER_A_L2_60A
物品ID:100201094 名字:守卫亲卫队之短刀      STR值：STR_DAGGER_A_U2_60A
物品ID:100201095 名字:守卫亲卫队长之短刀      STR值：STR_DAGGER_A_E2_60A
物品ID:100201096 名字:执政官远征队之短刀      STR值：STR_DAGGER_D_A_R2_60A
物品ID:100201097 名字:执政官潜入部队之短刀      STR值：STR_DAGGER_D_A_L2_60A
物品ID:100201098 名字:执政官亲卫队之短刀      STR值：STR_DAGGER_D_A_U2_60A
物品ID:100201099 名字:执政官亲卫队长之短刀      STR值：STR_DAGGER_D_A_E2_60A
物品ID:100201100 名字:西里安之短剑      STR值：STR_DAGGER_N_L1_Q_56A
物品ID:100201101 名字:贝塞迪亚之短剑      STR值：STR_DAGGER_N_L1_Q_57A
物品ID:100201102 名字:塞莱斯之短剑      STR值：STR_DAGGER_N_L2_Q_57A
物品ID:100201103 名字:希里奥之短剑      STR值：STR_DAGGER_N_L1_Q_58A
物品ID:100201104 名字:艾丹之短剑      STR值：STR_DAGGER_N_L1_Q_59A
物品ID:100201105 名字:阿德拉之短剑      STR值：STR_DAGGER_N_U0_Q_60A
物品ID:100201106 名字:希埃尔之光辉短剑      STR值：STR_DAGGER_N_U1_Q_60A
物品ID:100201107 名字:西里安之短剑      STR值：STR_DAGGER_D_N_L1_Q_56A
物品ID:100201108 名字:贝塞迪亚之短剑      STR值：STR_DAGGER_D_N_L1_Q_57A
物品ID:100201109 名字:塞莱斯之短剑      STR值：STR_DAGGER_D_N_L2_Q_57A
物品ID:100201110 名字:希里奥之短剑      STR值：STR_DAGGER_D_N_L1_Q_58A
物品ID:100201111 名字:艾丹之短剑      STR值：STR_DAGGER_D_N_L1_Q_59A
物品ID:100201112 名字:阿德拉之短剑      STR值：STR_DAGGER_D_N_U0_Q_60A
物品ID:100201113 名字:希埃尔之光辉短剑      STR值：STR_DAGGER_D_N_U1_Q_60A
物品ID:100201114 名字:拉克莎之短刀      STR值：STR_DAGGER_N_U1_AS_57A
物品ID:100201115 名字:拉克莎之匕首      STR值：STR_DAGGER_N_U1_AS_57B
物品ID:100201116 名字:提亚马特军团兵之短刀      STR值：STR_DAGGER_N_U1_AS_59A
物品ID:100201117 名字:提亚马特军团兵之匕首      STR值：STR_DAGGER_N_U1_AS_59B
物品ID:100201118 名字:古代精灵之短剑      STR值：STR_DAGGER_N_U1_AS_60A
物品ID:100201119 名字:古代精灵之短刀      STR值：STR_DAGGER_N_U1_RA_60A
物品ID:100201120 名字:古代精灵之匕首      STR值：STR_DAGGER_N_U1_RA_60B
物品ID:100201121 名字:巴萨尔提之短刀      STR值：STR_DAGGER_N_E1_60A
物品ID:100201122 名字:鸢族训练兵之短刀      STR值：STR_DAGGER_N_L1_NQ_57A
物品ID:100201123 名字:鸢族训练兵之匕首      STR值：STR_DAGGER_N_L1_NQ_57B
物品ID:100201124 名字:鸢族军团兵之短刀      STR值：STR_DAGGER_N_L1_NQ_60A
物品ID:100201125 名字:鸢族军团兵之匕首      STR值：STR_DAGGER_N_L1_NQ_60B
物品ID:100201126 名字:鸢族精锐兵之短刀      STR值：STR_DAGGER_N_U1_NQ_60A
物品ID:100201127 名字:鸢族精锐兵之匕首      STR值：STR_DAGGER_N_U1_NQ_60B
物品ID:100201128 名字:卡伦之短刀      STR值：STR_DAGGER_N_E1_NQ_60A
物品ID:100201129 名字:卡伦之匕首      STR值：STR_DAGGER_N_E1_NQ_60B
物品ID:100201130 名字:NPC_神庙_神圣力2次_英雄      STR值：STR_NPC_DAGGER_IDARENA_03
物品ID:100201131 名字:NPC_神庙_神圣力1次_PVP_唯一      STR值：STR_NPC_DAGGER_IDARENAPVP_01
物品ID:100201132 名字:NPC_神庙_神圣力1次_PVP_英雄      STR值：STR_NPC_DAGGER_IDARENAPVP_02
物品ID:100201133 名字:NPC_神庙_神圣力2次_PVP_英雄      STR值：STR_NPC_DAGGER_IDARENAPVP_03
物品ID:100201134 名字:敏锐的帕德玛夏之短刀      STR值：STR_DAGGER_N_E1_55F
物品ID:100201135 名字:神庙斗士之神圣短剑      STR值：STR_DAGGER_N_U1_PVP_55A
物品ID:100201136 名字:神庙斗士之神圣短剑      STR值：STR_DAGGER_D_N_U1_PVP_55A
物品ID:100201137 名字:神庙胜利者之神圣短剑      STR值：STR_DAGGER_N_E1_PVP_55A
物品ID:100201138 名字:神庙胜利者之神圣短剑      STR值：STR_DAGGER_D_N_E1_PVP_55A
物品ID:100201139 名字:神庙胜利者之高尚短剑      STR值：STR_DAGGER_N_E1_PVP_55B
物品ID:100201140 名字:神庙胜利者之高尚短剑      STR值：STR_DAGGER_D_N_E1_PVP_55B
物品ID:100201141 名字:加布之短刀      STR值：STR_DAGGER_N_L1_56A
物品ID:100201142 名字:哈力度之短刀      STR值：STR_DAGGER_N_U1_57B
物品ID:100201143 名字:希布胡姆之短刀      STR值：STR_DAGGER_N_L1_58A
物品ID:100201144 名字:巴拉卡之短刀      STR值：STR_DAGGER_N_L1_58B
物品ID:100201145 名字:德巴利姆之短刀      STR值：STR_DAGGER_N_U1_58A
物品ID:100201146 名字:塔塔尔之短刀      STR值：STR_DAGGER_N_U1_58B
物品ID:100201147 名字:波塞尔之短刀      STR值：STR_DAGGER_N_L1_59A
物品ID:100201148 名字:多伊安之短刀      STR值：STR_DAGGER_N_L1_60A
物品ID:100201149 名字:守护军团士兵之短刀      STR值：STR_DAGGER_N_U2_60A
物品ID:100201150 名字:异界远征队短剑      STR值：STR_DAGGER_N_C1_58A
物品ID:100201151 名字:异界远征队短剑      STR值：STR_DAGGER_D_N_C1_58A
物品ID:100201152 名字:萨尔潘阿武拉乌右手短剑01      STR值：STR_OWLLAUSARPAN_DAGGER_R_01
物品ID:100201153 名字:萨尔潘阿武拉乌左手短剑01      STR值：STR_OWLLAUSARPAN_DAGGER_L_01
物品ID:100201154 名字:萨尔潘卡里顿右手短剑01      STR值：STR_CALYDONSARPAN_DAGGER_R_01
物品ID:100201155 名字:萨尔潘卡里顿左手短剑01      STR值：STR_CALYDONSARPAN_DAGGER_L_01
物品ID:100201156 名字:古鲁鲁右手短剑01      STR值：STR_GURURU_DAGGER_R_01
物品ID:100201157 名字:古鲁鲁左手短剑01      STR值：STR_GURURU_DAGGER_L_01
物品ID:100201158 名字:愤怒的赫拉纳斯之短剑      STR值：STR_DAGGER_N_E2_55B
物品ID:100201159 名字:愤怒的泰格拉克之短剑      STR值：STR_DAGGER_D_N_E2_55B
物品ID:100201160 名字:敏锐的帕德玛夏之匕首      STR值：STR_DAGGER_N_E1_55G
物品ID:100201161 名字:斯尼伦之珍贵零食      STR值：STR_DAGGER_N_L1_H_50A
物品ID:100201162 名字:斯尼伦之稀有零食      STR值：STR_DAGGER_N_L1_H_50B
物品ID:100201163 名字:NPC_住宅短剑_01      STR值：STR_NPC_HOUSING_DAGGER_01
物品ID:100201164 名字:平衡测试_短剑_U1_60A      STR值：STR_TEST_DAGGER_N_U1_60A
物品ID:100201165 名字:老练的北风短剑      STR值：STR_WORLD_DAGGER_N_U0_21A
物品ID:100201166 名字:老练的北风短剑      STR值：STR_WORLD_DAGGER_D_N_U0_21A
物品ID:100201167 名字:苏纳亚卡之短刀      STR值：STR_DAGGER_N_E1_60B
物品ID:100201168 名字:平衡测试_短剑_U1_58A      STR值：STR_TEST_DAGGER_N_U1_58A
物品ID:100201169 名字:平衡测试_短剑_U1_56A      STR值：STR_TEST_DAGGER_N_U1_56A
物品ID:100201170 名字:平衡测试_短剑_E1_60A      STR值：STR_TEST_DAGGER_N_E1_60A
物品ID:100201171 名字:平衡测试_短剑_E1_58A      STR值：STR_TEST_DAGGER_N_E1_58A
物品ID:100201172 名字:平衡测试_短剑_E1_56A      STR值：STR_TEST_DAGGER_N_E1_56A
物品ID:100201173 名字:60级唯一平均装备短短1号      STR值：STR_TEST_DAGGER_N_U1_AS_60A
物品ID:100201174 名字:60级唯一平均装备短短2号      STR值：STR_TEST_DAGGER_N_U1_AS_60B
物品ID:100201175 名字:60级英雄平均装备短短1号      STR值：STR_TEST_DAGGER_N_E1_AS_60A
物品ID:100201176 名字:60级英雄平均装备短短2号      STR值：STR_TEST_DAGGER_N_E1_AS_60B
